Indicator,Group,State,Subgroup,Time Period,Time Period Start Date,Time Period End Date,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,19,2020-11-11,2020-11-23,9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,19,2020-11-11,2020-11-23,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,19,2020-11-11,2020-11-23,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,19,2020-11-11,2020-11-23,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,19,2020-11-11,2020-11-23,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,19,2020-11-11,2020-11-23,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,19,2020-11-11,2020-11-23,8.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,19,2020-11-11,2020-11-23,8.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,19,2020-11-11,2020-11-23,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,19,2020-11-11,2020-11-23,7.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,19,2020-11-11,2020-11-23,13.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,19,2020-11-11,2020-11-23,10.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,19,2020-11-11,2020-11-23,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,19,2020-11-11,2020-11-23,11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,19,2020-11-11,2020-11-23,15.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,19,2020-11-11,2020-11-23,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,19,2020-11-11,2020-11-23,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,19,2020-11-11,2020-11-23,14.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,19,2020-11-11,2020-11-23,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,19,2020-11-11,2020-11-23,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,19,2020-11-11,2020-11-23,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,19,2020-11-11,2020-11-23,15.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,19,2020-11-11,2020-11-23,7.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,19,2020-11-11,2020-11-23,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,19,2020-11-11,2020-11-23,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,19,2020-11-11,2020-11-23,12.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,19,2020-11-11,2020-11-23,8.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,19,2020-11-11,2020-11-23,9.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,20,2020-11-25,2020-12-07,21.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,20,2020-11-25,2020-12-07,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,20,2020-11-25,2020-12-07,21.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,20,2020-11-25,2020-12-07,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,20,2020-11-25,2020-12-07,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,20,2020-11-25,2020-12-07,20.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,20,2020-11-25,2020-12-07,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,20,2020-11-25,2020-12-07,12.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Male,20,2020-11-25,2020-12-07,15.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender,United States,Female,20,2020-11-25,2020-12-07,26.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,20,2020-11-25,2020-12-07,12.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,20,2020-11-25,2020-12-07,33.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,20,2020-11-25,2020-12-07,15.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",20,2020-11-25,2020-12-07,24.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",20,2020-11-25,2020-12-07,15.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",20,2020-11-25,2020-12-07,11.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",20,2020-11-25,2020-12-07,23.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,20,2020-11-25,2020-12-07,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,20,2020-11-25,2020-12-07,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,20,2020-11-25,2020-12-07,23.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,20,2020-11-25,2020-12-07,21.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,20,2020-11-25,2020-12-07,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,20,2020-11-25,2020-12-07,16.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,20,2020-11-25,2020-12-07,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,20,2020-11-25,2020-12-07,27.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,20,2020-11-25,2020-12-07,18.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,20,2020-11-25,2020-12-07,21.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,20,2020-11-25,2020-12-07,20.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,20,2020-11-25,2020-12-07,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,20,2020-11-25,2020-12-07,20.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,20,2020-11-25,2020-12-07,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,20,2020-11-25,2020-12-07,23.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,20,2020-11-25,2020-12-07,13.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,20,2020-11-25,2020-12-07,25.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,20,2020-11-25,2020-12-07,18.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,20,2020-11-25,2020-12-07,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,20,2020-11-25,2020-12-07,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,20,2020-11-25,2020-12-07,25.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,20,2020-11-25,2020-12-07,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,20,2020-11-25,2020-12-07,23.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,20,2020-11-25,2020-12-07,23.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,20,2020-11-25,2020-12-07,20.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,20,2020-11-25,2020-12-07,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,20,2020-11-25,2020-12-07,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,20,2020-11-25,2020-12-07,24.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,20,2020-11-25,2020-12-07,25.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,20,2020-11-25,2020-12-07,25.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,20,2020-11-25,2020-12-07,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,20,2020-11-25,2020-12-07,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,20,2020-11-25,2020-12-07,18.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,20,2020-11-25,2020-12-07,28.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,20,2020-11-25,2020-12-07,18.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,20,2020-11-25,2020-12-07,20.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,20,2020-11-25,2020-12-07,19.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,20,2020-11-25,2020-12-07,18.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,20,2020-11-25,2020-12-07,22.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,20,2020-11-25,2020-12-07,27.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,20,2020-11-25,2020-12-07,25.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,20,2020-11-25,2020-12-07,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,20,2020-11-25,2020-12-07,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,20,2020-11-25,2020-12-07,22.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,20,2020-11-25,2020-12-07,21.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,20,2020-11-25,2020-12-07,27.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,20,2020-11-25,2020-12-07,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,20,2020-11-25,2020-12-07,17.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,20,2020-11-25,2020-12-07,28.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,20,2020-11-25,2020-12-07,27.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,20,2020-11-25,2020-12-07,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,20,2020-11-25,2020-12-07,20.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,20,2020-11-25,2020-12-07,33.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,20,2020-11-25,2020-12-07,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,20,2020-11-25,2020-12-07,25.1
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,20,2020-11-25,2020-12-07,10.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,20,2020-11-25,2020-12-07,13.1
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,20,2020-11-25,2020-12-07,14.2
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,20,2020-11-25,2020-12-07,12.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,20,2020-11-25,2020-12-07,9.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,20,2020-11-25,2020-12-07,6.2
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,20,2020-11-25,2020-12-07,4.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,20,2020-11-25,2020-12-07,
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,20,2020-11-25,2020-12-07,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,20,2020-11-25,2020-12-07,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,20,2020-11-25,2020-12-07,5.8
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,20,2020-11-25,2020-12-07,16.2
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,20,2020-11-25,2020-12-07,8.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",20,2020-11-25,2020-12-07,10.4
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",20,2020-11-25,2020-12-07,10.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",20,2020-11-25,2020-12-07,7.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",20,2020-11-25,2020-12-07,13.0
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,20,2020-11-25,2020-12-07,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,20,2020-11-25,2020-12-07,7.0
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,20,2020-11-25,2020-12-07,9.7
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,20,2020-11-25,2020-12-07,12.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,20,2020-11-25,2020-12-07,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,20,2020-11-25,2020-12-07,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,20,2020-11-25,2020-12-07,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,20,2020-11-25,2020-12-07,6.7
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,20,2020-11-25,2020-12-07,11.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,20,2020-11-25,2020-12-07,11.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,20,2020-11-25,2020-12-07,14.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,20,2020-11-25,2020-12-07,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,20,2020-11-25,2020-12-07,14.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,20,2020-11-25,2020-12-07,8.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,20,2020-11-25,2020-12-07,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,20,2020-11-25,2020-12-07,8.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,20,2020-11-25,2020-12-07,11.7
